Wavenumber,Normalized Absorbance
5.000000000000000000e+03,-6.765280770209657346e-01
4.999643217249670670e+03,-7.392877386931617778e-01
4.999286434499340430e+03,-8.265606562700296145e-01
4.998929651749011100e+03,-8.684244465409638458e-01
4.998572868998681770e+03,-8.881625308807755692e-01
4.998216086248351530e+03,-9.265466432807650810e-01
4.997859303498022200e+03,-9.426825547297815744e-01
4.997502520747692870e+03,-8.763117392994557164e-01
4.997145737997362630e+03,-7.413112269361757933e-01
4.996788955247033300e+03,-6.018848371560796551e-01
4.996432172496703970e+03,-4.979615329858008699e-01
4.996075389746373730e+03,-4.396299527670415874e-01
4.995718606996044400e+03,-4.364812850295429203e-01
4.995361824245715070e+03,-4.922231777228491811e-01
4.995005041495384830e+03,-5.900440577378650575e-01
4.994648258745055500e+03,-7.028691900904104894e-01
4.994291475994726170e+03,-8.096970224194092181e-01
4.993934693244395930e+03,-8.967192778298386235e-01
4.993577910494066600e+03,-9.504657439096635407e-01
4.993221127743737270e+03,-9.562116082949441154e-01
4.992864344993407030e+03,-9.078130410214098056e-01
4.992507562243077700e+03,-8.276209142634066707e-01
4.992150779492748370e+03,-7.673276680440973552e-01
4.991793996742418130e+03,-7.648508393686390683e-01
4.991437213992088800e+03,-8.017080610862098444e-01
4.991080431241759470e+03,-8.281244444233479829e-01
4.990723648491429230e+03,-8.240549799601023517e-01
4.990366865741099900e+03,-8.114498814639840019e-01
4.990010082990770570e+03,-8.069314022811092668e-01
4.989653300240440331e+03,-7.890485903853029503e-01
4.989296517490111000e+03,-7.363594889412766742e-01
4.988939734739781670e+03,-6.750683065049429832e-01
4.988582951989451431e+03,-6.596582267486176265e-01
4.988226169239122100e+03,-7.153707006558042147e-01
4.987869386488792770e+03,-8.125450889251387698e-01
4.987512603738462531e+03,-8.959341179832395197e-01
4.987155820988133200e+03,-9.368024786588138308e-01
4.986799038237803870e+03,-9.457927708909485975e-01
4.986442255487473631e+03,-9.422190159280514621e-01
4.986085472737144300e+03,-9.321433708387909522e-01
4.985728689986814970e+03,-9.100921473799814532e-01
4.985371907236484731e+03,-8.683333773950087098e-01
4.985015124486155401e+03,-8.130382201860609781e-01
4.984658341735826070e+03,-7.752975790526472899e-01
4.984301558985495831e+03,-7.807575166855597049e-01
4.983944776235166501e+03,-8.091369428747193782e-01
4.983587993484837170e+03,-8.199167910925955205e-01
4.983231210734506931e+03,-8.092690346746561625e-01
4.982874427984177601e+03,-8.018467130731311565e-01
4.982517645233848270e+03,-8.099982467257061947e-01
4.982160862483518031e+03,-8.382285647347159641e-01
4.981804079733188701e+03,-8.903212048110378252e-01
4.981447296982858461e+03,-9.394459761896249983e-01
4.981090514232529131e+03,-9.337034635155985196e-01
4.980733731482199801e+03,-8.584525612650564241e-01
4.980376948731869561e+03,-7.506667124594827989e-01
4.980020165981540231e+03,-6.438039593098111579e-01
4.979663383231210901e+03,-5.458737171820222667e-01
4.979306600480880661e+03,-4.725279628800526099e-01
4.978949817730551331e+03,-4.586929036277682115e-01
4.978593034980222001e+03,-5.209372504373123158e-01
4.978236252229891761e+03,-6.251605381361643454e-01
4.977879469479562431e+03,-7.111667380358239754e-01
4.977522686729233101e+03,-7.510419035902077267e-01
4.977165903978902861e+03,-7.624305600779294201e-01
4.976809121228573531e+03,-7.629705007079898849e-01
4.976452338478244201e+03,-7.469836114978090080e-01
4.976095555727913961e+03,-7.193238292267177814e-01
4.975738772977584631e+03,-7.150013248873406946e-01
4.975381990227255301e+03,-7.566551891747709258e-01
