Wavenumber,Normalized Absorbance
5.000000000000000000e+03,-7.484070240924840522e-01
4.999643217249670670e+03,-6.967074650314218909e-01
4.999286434499340430e+03,-6.462169552579020149e-01
4.998929651749011100e+03,-6.476324230642001023e-01
4.998572868998681770e+03,-6.873576219916166519e-01
4.998216086248351530e+03,-6.857483805332545979e-01
4.997859303498022200e+03,-6.085833101532402978e-01
4.997502520747692870e+03,-5.181952526336915943e-01
4.997145737997362630e+03,-5.011981630271920007e-01
4.996788955247033300e+03,-5.806410623689168826e-01
4.996432172496703970e+03,-7.083312980299780737e-01
4.996075389746373730e+03,-8.147768574418906562e-01
4.995718606996044400e+03,-8.534203701797222763e-01
4.995361824245715070e+03,-8.146915010197235407e-01
4.995005041495384830e+03,-7.236592054021999676e-01
4.994648258745055500e+03,-6.265697185915363177e-01
4.994291475994726170e+03,-5.649613455149550267e-01
4.993934693244395930e+03,-5.514936516289609125e-01
4.993577910494066600e+03,-5.685004758182153894e-01
4.993221127743737270e+03,-5.914119098091932258e-01
4.992864344993407030e+03,-6.064237026581082990e-01
4.992507562243077700e+03,-6.061726270423515306e-01
4.992150779492748370e+03,-5.884423521664891021e-01
4.991793996742418130e+03,-5.773799798250265347e-01
4.991437213992088800e+03,-6.275072675888175855e-01
4.991080431241759470e+03,-7.635779207979510597e-01
4.990723648491429230e+03,-9.201084826821576135e-01
4.990366865741099900e+03,-9.890813868599754866e-01
4.990010082990770570e+03,-9.325273134520223328e-01
4.989653300240440331e+03,-8.082909695479303380e-01
4.989296517490111000e+03,-6.913967353246723846e-01
4.988939734739781670e+03,-6.188741098747405633e-01
4.988582951989451431e+03,-5.993616017625803538e-01
4.988226169239122100e+03,-6.166927846424651305e-01
4.987869386488792770e+03,-6.258661353480189371e-01
4.987512603738462531e+03,-5.987206499011469285e-01
4.987155820988133200e+03,-5.700322692540871206e-01
4.986799038237803870e+03,-5.921523846298842875e-01
4.986442255487473631e+03,-6.547802733014814747e-01
4.986085472737144300e+03,-7.033697809637013965e-01
4.985728689986814970e+03,-7.200429306961297904e-01
4.985371907236484731e+03,-7.270152816141145502e-01
4.985015124486155401e+03,-7.291017560582151447e-01
4.984658341735826070e+03,-7.139026977343867486e-01
4.984301558985495831e+03,-7.003861210798391079e-01
4.983944776235166501e+03,-7.253138112128184600e-01
4.983587993484837170e+03,-7.861038149466883507e-01
4.983231210734506931e+03,-8.555986592151930692e-01
4.982874427984177601e+03,-9.257212318150483954e-01
4.982517645233848270e+03,-9.758432544563805378e-01
4.982160862483518031e+03,-9.488784262913768641e-01
4.981804079733188701e+03,-8.378993892666997123e-01
4.981447296982858461e+03,-7.391828867443804851e-01
4.981090514232529131e+03,-7.386045948410008277e-01
4.980733731482199801e+03,-8.003479929474757171e-01
4.980376948731869561e+03,-8.299996481087420497e-01
4.980020165981540231e+03,-8.050102767446788432e-01
4.979663383231210901e+03,-7.796669348411500167e-01
4.979306600480880661e+03,-7.950089158785601517e-01
4.978949817730551331e+03,-8.445500747792196172e-01
4.978593034980222001e+03,-8.982439793573429032e-01
4.978236252229891761e+03,-9.224589419364287446e-01
4.977879469479562431e+03,-9.046179351771055366e-01
4.977522686729233101e+03,-8.746143383702382756e-01
4.977165903978902861e+03,-8.725131187256562892e-01
4.976809121228573531e+03,-8.968600737098273434e-01
4.976452338478244201e+03,-9.195223038110785785e-01
4.976095555727913961e+03,-9.369003512816409529e-01
4.975738772977584631e+03,-9.648525077835359287e-01
4.975381990227255301e+03,-9.903629048072484231e-01
4.975025207476925061e+03,-9.683179728083249893e-01
4.974668424726595731e+03,-8.729513598004317032e-01
4.974311641976266401e+03,-7.364479092387936632e-01
4.973954859225936161e+03,-6.364975963509919010e-01
4.973598076475606831e+03,-6.394957156756364558e-01
4.973241293725277501e+03,-7.468220864965435801e-01
4.972884510974947261e+03,-8.938969170843864553e-01
4.972527728224617931e+03,-9.950363903846622948e-01
4.972170945474288601e+03,-1.000080906355587107e+00
4.971814162723958361e+03,-9.261799618602603035e-01
4.971457379973629031e+03,-8.359972869805575302e-01
4.971100597223299701e+03,-7.790248327969270248e-01
4.970743814472969461e+03,-7.631016736831748304e-01
4.970387031722640131e+03,-7.807028423269144479e-01
4.970030248972310801e+03,-8.253054163771623708e-01
4.969673466221980561e+03,-8.707640407584644748e-01
4.969316683471651231e+03,-8.780087349578229450e-01
4.968959900721321901e+03,-8.349144291762057302e-01
4.968603117970991661e+03,-7.639543234738079835e-01
4.968246335220662331e+03,-6.941170676456724919e-01
4.967889552470333001e+03,-6.466505384495796482e-01
4.967532769720002761e+03,-6.408270415384893504e-01
4.967175986969673431e+03,-6.856552371592828932e-01
4.966819204219344101e+03,-7.496105867938006595e-01
4.966462421469013861e+03,-7.642231661988657665e-01
4.966105638718684531e+03,-6.950031227451483051e-01
4.965748855968355201e+03,-5.965192643379839676e-01
4.965392073218024962e+03,-5.586983430424201647e-01
4.965035290467695631e+03,-6.199653404382804434e-01
4.964678507717366301e+03,-7.580159511636176406e-01
4.964321724967036062e+03,-9.152254209413110964e-01
4.963964942216706731e+03,-1.015902906535803618e+00
4.963608159466377401e+03,-1.008553509982638596e+00
4.963251376716047162e+03,-9.047650442702812601e-01
4.962894593965717831e+03,-7.674998583663277252e-01
4.962537811215388501e+03,-6.747640491656583528e-01
4.962181028465058262e+03,-6.727508435084463834e-01
4.961824245714728931e+03,-7.340927778134397341e-01
4.961467462964399601e+03,-7.790829848957252501e-01
4.961110680214069362e+03,-7.640479955032233317e-01
4.960753897463740032e+03,-7.298818371732227472e-01
4.960397114713410701e+03,-7.352405316454920792e-01
4.960040331963080462e+03,-7.679337273177045953e-01
4.959683549212751132e+03,-7.671536033387421627e-01
4.959326766462421801e+03,-7.216320975356192990e-01
4.958969983712091562e+03,-6.880027245126818514e-01
4.958613200961762232e+03,-6.975063491346403799e-01
4.958256418211432901e+03,-7.087698105764677070e-01
4.957899635461102662e+03,-6.831884165554756860e-01
4.957542852710773332e+03,-6.446787965247293695e-01
4.957186069960444001e+03,-6.351508108884094117e-01
4.956829287210113762e+03,-6.607636241883343420e-01
4.956472504459784432e+03,-6.980308610626204668e-01
4.956115721709455102e+03,-7.153742601696483350e-01
4.955758938959124862e+03,-6.912364812853308838e-01
4.955402156208795532e+03,-6.413956747640341405e-01
4.955045373458466202e+03,-6.056582881596648260e-01
4.954688590708135962e+03,-5.966756391894080247e-01
4.954331807957806632e+03,-6.034153674242153098e-01
4.953975025207477302e+03,-6.368885299075558448e-01
4.953618242457147062e+03,-7.107484964620098822e-01
4.953261459706817732e+03,-7.837094058506720584e-01
